#,Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,Year,YearDate
155,Colin Poche,TBR,35.9%,73.0%,51.2%,68.3%,79.9%,75.2%,41.4%,55.5%,12.7%,13.9%,26.6%,2022.0,2022-01-01
156,Triston McKenzie,CLE,35.9%,72.8%,52.5%,59.1%,85.1%,75.3%,44.9%,62.5%,13.0%,14.6%,27.6%,2022.0,2022-01-01
157,Alexis Diaz,CIN,35.9%,68.9%,48.9%,51.3%,78.2%,66.2%,39.5%,60.4%,16.5%,14.1%,30.6%,2022.0,2022-01-01
158,Joel Kuhnel,CIN,35.9%,67.9%,49.6%,65.6%,85.6%,77.3%,42.7%,58.8%,11.2%,16.0%,27.2%,2022.0,2022-01-01
159,Jeremy Beasley,TOR,35.9%,75.2%,50.6%,65.6%,80.3%,73.7%,37.3%,65.6%,13.3%,13.3%,26.6%,2022.0,2022-01-01
160,Domingo Acevedo,OAK,35.8%,78.8%,54.5%,55.2%,80.3%,71.0%,43.6%,59.0%,15.8%,12.0%,27.9%,2022.0,2022-01-01
161,Cole Irvin,OAK,35.8%,71.5%,51.9%,72.7%,86.9%,81.5%,45.1%,66.8%,9.6%,16.2%,25.7%,2022.0,2022-01-01
162,Fernando Cruz,CIN,35.8%,66.7%,45.8%,49.2%,80.4%,63.9%,32.3%,56.3%,16.5%,13.5%,30.0%,2022.0,2022-01-01
163,Frankie Montas,- - -,35.8%,75.2%,51.1%,62.5%,85.0%,75.3%,38.8%,60.7%,12.6%,13.0%,25.6%,2022.0,2022-01-01
164,Jake Hager,ARI,35.7%,92.9%,64.3%,100.0%,76.9%,83.3%,50.0%,80.0%,10.7%,10.7%,21.4%,2022.0,2022-01-01
165,Locke St. John,CHC,35.7%,80.0%,58.6%,40.0%,75.0%,64.7%,51.7%,66.7%,20.7%,13.8%,34.5%,2022.0,2022-01-01
166,Alejo Lopez,CIN,35.7%,91.7%,61.5%,80.0%,90.9%,87.5%,46.2%,90.0%,7.7%,11.5%,19.2%,2022.0,2022-01-01
167,Corbin Burnes,MIL,35.7%,65.4%,46.1%,51.4%,83.4%,67.3%,35.1%,58.0%,15.1%,17.0%,32.1%,2022.0,2022-01-01
168,Luis Perdomo,MIL,35.7%,73.7%,50.9%,67.2%,83.3%,76.6%,40.0%,62.5%,11.9%,16.1%,28.1%,2022.0,2022-01-01
169,James Norwood,PHI,35.7%,82.1%,53.2%,56.1%,87.0%,74.1%,37.8%,63.5%,13.8%,8.9%,22.7%,2022.0,2022-01-01
170,Matt Gage,TOR,35.7%,73.6%,50.3%,63.4%,77.4%,71.3%,38.5%,58.0%,14.4%,12.8%,27.3%,2022.0,2022-01-01
171,Chris Martin,- - -,35.7%,73.8%,54.0%,65.4%,80.6%,75.4%,48.0%,77.8%,13.3%,15.7%,29.0%,2022.0,2022-01-01
172,Chris Stratton,- - -,35.6%,68.4%,47.9%,66.0%,84.8%,76.1%,37.6%,60.6%,11.5%,16.0%,27.5%,2022.0,2022-01-01
173,Nabil Crismatt,SDP,35.6%,64.1%,47.2%,63.2%,85.3%,75.4%,40.9%,58.6%,11.6%,18.5%,30.0%,2022.0,2022-01-01
174,Clayton Kershaw,LAD,35.6%,69.4%,50.1%,52.8%,85.5%,72.3%,43.1%,68.6%,13.9%,17.1%,31.0%,2022.0,2022-01-01
175,Dean Kremer,BAL,35.6%,70.7%,50.4%,68.8%,87.8%,80.0%,42.2%,65.2%,10.1%,15.2%,25.2%,2022.0,2022-01-01
176,Joe Musgrove,SDP,35.5%,61.4%,46.5%,62.1%,87.6%,76.3%,42.1%,64.5%,11.0%,19.8%,30.8%,2022.0,2022-01-01
177,Sam Hentges,CLE,35.5%,67.6%,49.0%,57.7%,82.9%,72.4%,42.2%,61.6%,13.6%,16.6%,30.2%,2022.0,2022-01-01
178,Dylan Cease,CHW,35.5%,67.9%,47.2%,55.9%,79.7%,68.2%,36.2%,58.2%,15.0%,14.9%,29.9%,2022.0,2022-01-01
179,Jose Leclerc,TEX,35.5%,72.1%,47.6%,48.9%,78.0%,63.4%,33.0%,65.2%,17.4%,12.4%,29.8%,2022.0,2022-01-01
180,Patrick Sandoval,LAA,35.5%,66.5%,48.0%,59.5%,82.5%,72.3%,40.2%,58.0%,13.3%,15.9%,29.2%,2022.0,2022-01-01
181,JT Chargois,TBR,35.5%,66.2%,49.1%,60.6%,90.8%,78.7%,44.3%,67.4%,10.5%,19.2%,29.6%,2022.0,2022-01-01
182,Roansy Contreras,PIT,35.5%,66.6%,47.5%,56.5%,87.5%,73.3%,38.7%,60.8%,12.7%,17.1%,29.8%,2022.0,2022-01-01
183,Zack Littell,SFG,35.5%,75.8%,52.4%,66.7%,81.3%,75.6%,42.0%,65.8%,12.8%,13.3%,26.1%,2022.0,2022-01-01
184,Tommy Hunter,NYM,35.4%,77.5%,54.7%,67.2%,86.3%,79.6%,45.8%,70.2%,11.2%,13.8%,24.9%,2022.0,2022-01-01
185,Oliver Ortega,LAA,35.4%,74.1%,50.4%,60.2%,91.4%,78.0%,38.8%,57.4%,11.1%,13.1%,24.2%,2022.0,2022-01-01
186,Matt Peacock,- - -,35.4%,70.0%,51.7%,60.7%,89.8%,79.2%,47.0%,65.2%,10.7%,16.1%,26.8%,2022.0,2022-01-01
187,Jerad Eickhoff,PIT,35.4%,71.4%,50.6%,58.8%,92.0%,78.6%,42.2%,63.0%,10.8%,12.0%,22.9%,2022.0,2022-01-01
188,Bruce Zimmermann,BAL,35.4%,68.7%,50.3%,71.9%,88.8%,82.2%,44.7%,65.9%,8.9%,16.2%,25.1%,2022.0,2022-01-01
189,Cole Ragans,TEX,35.4%,77.3%,50.3%,63.4%,90.7%,78.3%,35.6%,60.3%,10.9%,11.3%,22.2%,2022.0,2022-01-01
190,Ryan Thompson,TBR,35.3%,62.8%,46.5%,69.0%,85.6%,78.2%,40.8%,59.1%,10.2%,20.2%,30.3%,2022.0,2022-01-01
191,Andres Machado,WSN,35.3%,69.9%,49.2%,65.7%,86.8%,77.8%,40.3%,60.9%,10.9%,15.1%,26.1%,2022.0,2022-01-01
192,Michel Baez,SDP,35.3%,75.0%,48.0%,83.3%,83.3%,83.3%,32.0%,28.6%,8.0%,8.0%,16.0%,2022.0,2022-01-01
193,Beau Sulser,- - -,35.3%,71.2%,50.6%,69.9%,90.8%,82.4%,42.5%,65.7%,8.9%,13.6%,22.5%,2022.0,2022-01-01
194,Sergio Romo,- - -,35.2%,68.3%,47.6%,70.3%,84.9%,78.1%,37.5%,60.8%,10.4%,15.2%,25.6%,2022.0,2022-01-01
195,Pablo Lopez,MIA,35.2%,70.0%,49.3%,63.3%,82.4%,74.3%,40.4%,62.9%,12.7%,15.4%,28.1%,2022.0,2022-01-01
196,Tyler Glasnow,TBR,35.2%,65.1%,46.5%,48.0%,89.3%,69.8%,37.7%,73.1%,14.0%,17.5%,31.6%,2022.0,2022-01-01
197,Matt Moore,TEX,35.2%,72.2%,50.6%,58.8%,78.9%,70.7%,41.5%,59.2%,14.8%,14.5%,29.3%,2022.0,2022-01-01
198,Brooks Raley,TBR,35.2%,63.8%,46.5%,59.4%,87.8%,74.8%,39.5%,63.5%,11.7%,18.4%,30.1%,2022.0,2022-01-01
199,Robbie Ray,SEA,35.2%,75.5%,51.3%,58.6%,84.3%,73.8%,40.0%,64.1%,13.5%,13.0%,26.5%,2022.0,2022-01-01
200,Daniel Castano,MIA,35.1%,69.3%,50.6%,75.7%,92.3%,86.0%,45.2%,64.7%,7.1%,15.9%,23.1%,2022.0,2022-01-01
201,Davis Martin,CHW,35.1%,72.8%,51.3%,61.7%,88.1%,77.8%,43.0%,61.3%,11.4%,14.8%,26.1%,2022.0,2022-01-01
202,Daniel Mengden,KCR,35.1%,64.5%,50.4%,75.0%,85.0%,81.7%,52.1%,75.0%,9.2%,21.0%,30.3%,2022.0,2022-01-01
203,Shane McClanahan,TBR,35.0%,68.2%,49.5%,52.4%,79.5%,68.6%,43.5%,62.7%,15.5%,17.3%,32.8%,2022.0,2022-01-01
204,John Brebbia,SFG,35.0%,73.7%,52.2%,68.1%,84.8%,78.6%,44.3%,68.8%,11.2%,14.9%,26.1%,2022.0,2022-01-01
205,Albert Pujols,STL,35.0%,57.1%,40.7%,100.0%,100.0%,100.0%,25.9%,42.9%,0.0%,18.5%,18.5%,2022.0,2022-01-01
206,Ryan McKenna,BAL,35.0%,81.8%,51.6%,85.7%,100.0%,93.8%,35.5%,70.0%,3.2%,12.9%,16.1%,2022.0,2022-01-01
207,Elvis Peguero,LAA,34.9%,77.0%,51.6%,61.5%,87.2%,76.7%,39.6%,54.5%,12.0%,14.0%,26.0%,2022.0,2022-01-01
208,Cody Stashak,MIN,34.9%,80.2%,55.1%,63.6%,80.2%,74.4%,44.5%,63.1%,14.1%,15.9%,30.0%,2022.0,2022-01-01
209,Scott Effross,- - -,34.9%,63.2%,47.0%,69.3%,84.1%,77.8%,42.7%,65.9%,10.4%,20.7%,31.2%,2022.0,2022-01-01
210,Anthony Bass,- - -,34.9%,68.1%,48.6%,47.0%,87.0%,70.1%,41.3%,66.5%,14.5%,17.6%,32.2%,2022.0,2022-01-01
211,Nick Martinez,SDP,34.9%,66.5%,47.2%,63.5%,84.2%,74.8%,38.8%,65.4%,11.9%,17.4%,29.2%,2022.0,2022-01-01
212,Ken Giles,SEA,34.9%,62.5%,44.8%,60.0%,73.3%,66.7%,35.8%,55.6%,14.9%,16.4%,31.3%,2022.0,2022-01-01
213,Gerrit Cole,NYY,34.9%,68.1%,48.0%,54.8%,82.4%,70.2%,39.4%,61.3%,14.3%,17.6%,31.9%,2022.0,2022-01-01
214,Liam Hendriks,CHW,34.9%,69.4%,47.4%,42.7%,78.2%,61.5%,36.2%,63.4%,18.2%,14.6%,32.8%,2022.0,2022-01-01
215,Cal Quantrill,CLE,34.9%,69.6%,48.5%,75.7%,88.7%,83.1%,39.3%,63.9%,8.2%,15.6%,23.8%,2022.0,2022-01-01
216,Joe Barlow,TEX,34.9%,68.7%,48.7%,58.8%,84.0%,73.3%,41.0%,63.0%,13.0%,15.7%,28.7%,2022.0,2022-01-01
217,Bryan Abreu,HOU,34.8%,72.8%,49.2%,44.1%,80.1%,64.3%,37.9%,56.5%,17.6%,13.0%,30.5%,2022.0,2022-01-01
218,Jon Gray,TEX,34.8%,66.6%,48.4%,63.4%,84.7%,76.0%,42.9%,67.4%,11.6%,17.7%,29.3%,2022.0,2022-01-01
219,Shane Bieber,CLE,34.8%,69.0%,49.5%,47.9%,88.2%,72.1%,43.0%,66.0%,13.8%,17.5%,31.4%,2022.0,2022-01-01
220,Carson Kelly,ARI,34.8%,68.2%,45.6%,100.0%,100.0%,100.0%,32.4%,54.2%,0.0%,14.7%,14.7%,2022.0,2022-01-01
221,Drew Steckenrider,SEA,34.8%,74.4%,52.1%,76.8%,82.8%,80.5%,43.7%,51.5%,10.1%,11.2%,21.3%,2022.0,2022-01-01
222,Zac Gallen,ARI,34.8%,65.7%,47.1%,67.8%,87.1%,78.5%,39.8%,64.6%,10.1%,17.7%,27.8%,2022.0,2022-01-01
223,Yunior Marte,SFG,34.7%,67.5%,47.7%,65.0%,86.4%,77.0%,39.5%,61.2%,11.0%,15.3%,26.3%,2022.0,2022-01-01
224,Johnny Cueto,CHW,34.7%,73.1%,49.8%,77.2%,89.9%,84.5%,39.3%,66.7%,7.7%,15.6%,23.3%,2022.0,2022-01-01
225,Hayden Wesneski,CHC,34.7%,70.0%,51.1%,66.3%,83.2%,77.1%,46.5%,62.9%,11.7%,15.5%,27.2%,2022.0,2022-01-01
226,Alek Manoah,TOR,34.7%,69.2%,49.4%,64.1%,86.4%,77.4%,42.7%,61.7%,11.2%,16.3%,27.5%,2022.0,2022-01-01
227,Nestor Cortes,NYY,34.7%,71.1%,50.4%,69.8%,83.3%,78.0%,43.2%,67.3%,11.1%,17.2%,28.3%,2022.0,2022-01-01
228,Enyel De Los Santos,CLE,34.7%,74.1%,52.2%,61.3%,80.2%,73.2%,44.4%,65.6%,14.0%,14.9%,28.9%,2022.0,2022-01-01
229,DL Hall,BAL,34.6%,69.6%,49.6%,64.2%,78.8%,72.9%,42.9%,54.7%,13.4%,17.5%,30.9%,2022.0,2022-01-01
230,Tyler Wells,BAL,34.6%,71.8%,50.5%,68.8%,83.4%,77.7%,42.8%,61.9%,11.3%,15.2%,26.5%,2022.0,2022-01-01
231,Jose Urquidy,HOU,34.6%,73.6%,51.8%,69.1%,87.6%,80.7%,44.1%,65.3%,10.0%,15.8%,25.8%,2022.0,2022-01-01
232,Bryce Montes de Oca,NYM,34.6%,71.9%,48.8%,72.2%,78.3%,75.6%,38.1%,84.2%,11.9%,16.7%,28.6%,2022.0,2022-01-01
233,Zack Weiss,LAA,34.6%,64.5%,45.5%,41.3%,81.6%,62.1%,36.4%,48.2%,17.2%,15.8%,33.0%,2022.0,2022-01-01
234,Trevor Richards,TOR,34.5%,66.4%,44.6%,53.5%,81.5%,66.6%,31.5%,53.4%,14.9%,14.0%,28.9%,2022.0,2022-01-01
235,Logan Webb,SFG,34.5%,64.4%,47.0%,64.5%,87.2%,77.5%,41.6%,65.3%,10.6%,18.8%,29.3%,2022.0,2022-01-01
236,Spencer Strider,ATL,34.5%,69.7%,49.9%,53.2%,79.1%,69.0%,43.7%,60.2%,15.5%,15.6%,31.1%,2022.0,2022-01-01
237,Luis Ortiz,PIT,34.5%,62.5%,45.1%,55.9%,84.6%,71.0%,37.8%,63.8%,13.1%,18.5%,31.6%,2022.0,2022-01-01
238,Michael Plassmeyer,PHI,34.5%,70.7%,49.5%,50.0%,82.8%,69.4%,41.4%,62.1%,15.2%,18.2%,33.3%,2022.0,2022-01-01
239,Joe Smith,MIN,34.5%,70.4%,49.3%,76.9%,93.9%,86.9%,41.3%,65.6%,6.4%,16.4%,22.9%,2022.0,2022-01-01
240,Tanner Rainey,WSN,34.5%,75.6%,52.2%,57.8%,75.9%,69.1%,43.2%,56.3%,16.1%,12.3%,28.4%,2022.0,2022-01-01
241,Anthony Banda,- - -,34.5%,67.3%,47.7%,73.5%,86.0%,80.6%,40.5%,54.8%,9.3%,16.0%,25.2%,2022.0,2022-01-01
242,Carlos Rodon,SFG,34.4%,69.8%,49.7%,57.6%,80.7%,71.6%,43.1%,61.5%,14.1%,16.4%,30.6%,2022.0,2022-01-01
243,Robert Gsellman,CHC,34.4%,70.6%,49.3%,61.9%,90.0%,78.4%,41.1%,64.1%,10.6%,13.0%,23.7%,2022.0,2022-01-01
244,Walker Buehler,LAD,34.4%,72.4%,49.7%,63.3%,85.9%,76.5%,40.2%,62.0%,11.7%,14.5%,26.2%,2022.0,2022-01-01
245,Dennis Santana,TEX,34.3%,62.0%,44.2%,62.1%,86.3%,74.2%,35.6%,52.9%,11.4%,17.5%,28.9%,2022.0,2022-01-01
246,Luis Ortiz,SFG,34.3%,72.9%,50.0%,70.8%,74.3%,72.9%,40.7%,60.6%,13.6%,14.4%,28.0%,2022.0,2022-01-01
247,Mason Thompson,WSN,34.3%,69.6%,49.5%,69.4%,85.5%,79.1%,42.9%,58.4%,10.3%,14.1%,24.5%,2022.0,2022-01-01
248,Trevor Gott,MIL,34.3%,64.7%,46.4%,69.4%,83.7%,77.3%,39.8%,57.0%,10.5%,17.7%,28.3%,2022.0,2022-01-01
249,Kenley Jansen,ATL,34.3%,67.8%,50.0%,68.9%,81.9%,77.1%,46.9%,68.5%,11.4%,18.5%,29.9%,2022.0,2022-01-01
250,Mauricio Llovera,SFG,34.3%,66.4%,47.4%,56.5%,84.3%,72.4%,40.8%,56.9%,13.1%,16.7%,29.7%,2022.0,2022-01-01
251,Ronny Henriquez,MIN,34.2%,70.1%,47.5%,74.4%,83.0%,79.1%,37.0%,54.0%,9.9%,13.3%,23.2%,2022.0,2022-01-01
252,Erasmo Ramirez,WSN,34.2%,72.0%,51.6%,67.7%,86.9%,80.0%,45.9%,64.8%,10.3%,15.8%,26.1%,2022.0,2022-01-01
253,Andrew Bellatti,PHI,34.2%,71.3%,47.0%,49.3%,80.3%,65.6%,34.7%,55.7%,16.2%,14.2%,30.4%,2022.0,2022-01-01
254,Tarik Skubal,DET,34.2%,70.8%,50.5%,60.6%,86.6%,76.8%,44.5%,65.0%,11.7%,16.0%,27.7%,2022.0,2022-01-01
255,Taylor Widener,ARI,34.1%,74.4%,53.4%,74.1%,85.3%,81.6%,47.9%,62.2%,9.7%,14.9%,24.6%,2022.0,2022-01-01
256,Robert Dugger,- - -,34.1%,66.7%,46.8%,55.9%,89.2%,74.4%,39.1%,48.6%,12.0%,16.9%,28.9%,2022.0,2022-01-01
257,Eli Morgan,CLE,34.1%,74.0%,51.4%,64.3%,84.7%,77.1%,43.5%,70.3%,11.8%,16.1%,27.9%,2022.0,2022-01-01
258,Ryan Yarbrough,TBR,34.1%,70.4%,50.0%,74.6%,83.5%,80.1%,43.7%,67.9%,10.0%,16.0%,26.0%,2022.0,2022-01-01
259,Jose Berrios,TOR,34.1%,67.5%,48.4%,68.2%,89.2%,80.8%,42.9%,66.0%,9.3%,18.4%,27.7%,2022.0,2022-01-01
260,Jacob Barnes,- - -,34.1%,73.5%,48.5%,71.8%,89.7%,81.7%,36.6%,70.1%,8.9%,13.3%,22.2%,2022.0,2022-01-01
261,Jameson Taillon,NYY,34.0%,71.2%,48.8%,66.4%,89.3%,79.7%,39.8%,63.6%,9.9%,16.4%,26.3%,2022.0,2022-01-01
262,Jackson Kowar,KCR,34.0%,63.4%,45.7%,60.9%,91.0%,77.5%,39.5%,52.4%,10.3%,17.7%,28.0%,2022.0,2022-01-01
263,Tommy Milone,SEA,34.0%,68.2%,46.6%,76.5%,95.0%,86.5%,37.0%,69.6%,6.3%,16.8%,23.1%,2022.0,2022-01-01
264,Carl Edwards Jr.,WSN,34.0%,68.8%,47.9%,64.3%,87.4%,77.5%,39.9%,61.3%,10.7%,16.3%,27.0%,2022.0,2022-01-01
265,Felix Bautista,BAL,34.0%,73.3%,50.4%,55.8%,79.3%,70.1%,41.7%,60.5%,15.1%,15.1%,30.2%,2022.0,2022-01-01
266,Jesus Cruz,ATL,34.0%,80.7%,50.3%,58.3%,91.3%,76.8%,35.0%,53.8%,11.7%,11.7%,23.3%,2022.0,2022-01-01
267,Phoenix Sanders,TBR,33.9%,73.6%,53.5%,73.0%,91.0%,85.2%,49.3%,70.2%,7.9%,15.8%,23.7%,2022.0,2022-01-01
268,Julian Merryweather,TOR,33.9%,75.1%,53.0%,55.3%,91.7%,79.2%,46.3%,68.1%,11.0%,16.5%,27.6%,2022.0,2022-01-01
269,Blake Snell,SDP,33.9%,70.8%,47.8%,52.5%,82.4%,69.2%,37.6%,64.7%,14.7%,14.2%,29.0%,2022.0,2022-01-01
270,David Bednar,PIT,33.9%,72.4%,50.0%,55.4%,78.4%,69.4%,41.8%,60.0%,15.3%,16.2%,31.5%,2022.0,2022-01-01
271,Kyle Gibson,PHI,33.9%,70.3%,48.2%,62.1%,88.5%,77.3%,39.4%,58.9%,11.0%,15.3%,26.2%,2022.0,2022-01-01
272,Yennier Cano,- - -,33.9%,60.3%,43.7%,61.9%,92.0%,77.3%,37.1%,57.7%,9.9%,17.8%,27.7%,2022.0,2022-01-01
273,Brandon Woodruff,MIL,33.9%,69.8%,49.2%,59.0%,79.5%,71.4%,42.6%,65.6%,14.1%,16.9%,31.0%,2022.0,2022-01-01
274,Phillip Diehl,CIN,33.8%,63.5%,46.7%,56.5%,93.9%,78.6%,43.3%,64.3%,10.0%,18.3%,28.3%,2022.0,2022-01-01
275,Zach Eflin,PHI,33.8%,66.1%,47.6%,67.2%,87.5%,79.2%,42.5%,67.1%,9.9%,17.7%,27.6%,2022.0,2022-01-01
276,Adrian Sampson,CHC,33.8%,71.5%,47.9%,70.1%,89.0%,80.7%,37.5%,57.7%,9.3%,14.3%,23.6%,2022.0,2022-01-01
277,Wade Miley,CHC,33.8%,62.1%,44.3%,63.3%,87.8%,76.1%,37.3%,66.0%,10.6%,18.6%,29.2%,2022.0,2022-01-01
278,Yency Almonte,LAD,33.8%,64.2%,45.5%,48.5%,86.1%,68.9%,38.4%,60.7%,14.2%,19.1%,33.3%,2022.0,2022-01-01
279,Domingo German,NYY,33.8%,69.2%,49.6%,59.4%,88.0%,77.2%,44.7%,65.8%,11.3%,17.2%,28.5%,2022.0,2022-01-01
280,Tim Mayza,TOR,33.8%,64.4%,45.6%,67.1%,89.5%,79.3%,38.4%,62.2%,9.4%,18.5%,27.9%,2022.0,2022-01-01
281,Jeff Brigham,MIA,33.7%,65.3%,46.5%,63.1%,82.9%,74.4%,40.6%,63.4%,11.9%,17.7%,29.6%,2022.0,2022-01-01
282,Jaime Barria,LAA,33.7%,72.1%,51.0%,68.8%,84.7%,78.9%,45.1%,68.4%,10.8%,15.6%,26.4%,2022.0,2022-01-01
283,Jose Urena,- - -,33.7%,70.5%,46.4%,72.1%,90.9%,81.9%,34.5%,58.3%,8.4%,14.2%,22.6%,2022.0,2022-01-01
284,Michael Wacha,BOS,33.7%,73.9%,50.5%,71.5%,87.2%,81.1%,41.8%,60.8%,9.5%,15.1%,24.7%,2022.0,2022-01-01
285,Aaron Civale,CLE,33.7%,66.6%,46.7%,64.5%,88.0%,77.7%,39.4%,63.1%,10.4%,17.3%,27.6%,2022.0,2022-01-01
286,Bryce Elder,ATL,33.6%,65.0%,45.0%,63.1%,91.7%,78.1%,36.3%,55.9%,9.9%,16.4%,26.2%,2022.0,2022-01-01
287,Graham Ashcraft,CIN,33.6%,70.0%,49.2%,69.5%,91.4%,82.9%,42.8%,58.4%,8.4%,15.0%,23.5%,2022.0,2022-01-01
288,Jalen Beeks,TBR,33.6%,71.1%,48.4%,58.6%,80.1%,71.1%,39.5%,64.8%,14.0%,14.9%,28.9%,2022.0,2022-01-01
289,Kohei Arihara,TEX,33.6%,68.5%,46.7%,64.6%,90.0%,78.6%,37.4%,57.4%,10.0%,12.3%,22.3%,2022.0,2022-01-01
290,George Kirby,SEA,33.6%,74.5%,52.5%,74.3%,85.3%,81.5%,46.2%,67.7%,9.7%,16.2%,25.9%,2022.0,2022-01-01
291,Tony Gonsolin,LAD,33.6%,70.3%,49.4%,58.8%,85.4%,75.1%,43.0%,63.3%,12.3%,16.4%,28.7%,2022.0,2022-01-01
292,Lucas Luetge,NYY,33.6%,65.9%,44.6%,59.1%,86.2%,72.7%,34.1%,58.2%,12.2%,16.4%,28.5%,2022.0,2022-01-01
293,Yu Darvish,SDP,33.6%,66.7%,49.5%,64.5%,83.7%,77.0%,48.1%,64.2%,11.4%,18.2%,29.6%,2022.0,2022-01-01
294,Kevin Ginkel,ARI,33.6%,62.0%,45.9%,53.3%,89.0%,74.2%,43.3%,66.9%,11.7%,19.4%,31.1%,2022.0,2022-01-01
295,Buck Farmer,CIN,33.6%,69.1%,45.6%,62.6%,80.9%,72.0%,33.7%,63.3%,12.7%,15.8%,28.5%,2022.0,2022-01-01
296,Jimmy Herget,LAA,33.6%,64.6%,46.8%,58.1%,88.7%,76.2%,42.8%,62.4%,11.1%,19.5%,30.6%,2022.0,2022-01-01
297,Edward Cabrera,MIA,33.5%,62.7%,44.0%,56.9%,82.0%,69.7%,35.7%,56.0%,13.3%,17.3%,30.6%,2022.0,2022-01-01
298,Brandon Hughes,CHC,33.5%,70.6%,48.4%,49.7%,82.6%,69.0%,40.2%,66.9%,15.0%,15.6%,30.6%,2022.0,2022-01-01
299,Alex Wood,SFG,33.5%,66.5%,47.9%,64.8%,84.9%,77.0%,43.6%,63.4%,11.0%,17.8%,28.9%,2022.0,2022-01-01
300,Phil Maton,HOU,33.5%,70.3%,48.2%,57.1%,82.0%,71.6%,39.9%,58.7%,13.7%,16.3%,29.9%,2022.0,2022-01-01
301,Devin Smeltzer,MIN,33.5%,65.4%,46.8%,76.4%,89.9%,84.3%,41.8%,60.6%,7.4%,17.9%,25.2%,2022.0,2022-01-01
302,Cody Poteet,MIA,33.5%,72.3%,50.0%,59.3%,79.7%,71.9%,42.6%,58.8%,14.1%,13.4%,27.5%,2022.0,2022-01-01
303,Rowan Wick,CHC,33.4%,66.2%,47.3%,66.7%,86.7%,78.5%,42.4%,59.2%,10.1%,17.4%,27.6%,2022.0,2022-01-01
304,Noah Syndergaard,- - -,33.4%,70.2%,49.8%,72.3%,87.2%,81.6%,44.5%,65.3%,9.1%,17.2%,26.3%,2022.0,2022-01-01
305,Luis Garcia,SDP,33.4%,66.4%,47.4%,53.8%,82.7%,70.9%,42.3%,59.8%,13.8%,16.0%,29.8%,2022.0,2022-01-01
306,Luis Garcia,HOU,33.4%,71.6%,48.7%,57.9%,83.8%,73.2%,40.2%,58.2%,13.0%,15.7%,28.7%,2022.0,2022-01-01
307,Wil Myers,SDP,33.3%,81.8%,58.1%,100.0%,94.4%,96.0%,51.2%,62.5%,2.3%,18.6%,20.9%,2022.0,2022-01-01
308,Phil Gosselin,LAA,33.3%,100.0%,60.0%,100.0%,100.0%,100.0%,40.0%,66.7%,0.0%,0.0%,0.0%,2022.0,2022-01-01
309,Aaron Sanchez,- - -,33.3%,65.6%,46.9%,75.8%,88.8%,83.5%,42.1%,61.9%,7.8%,17.5%,25.2%,2022.0,2022-01-01
310,Chris Devenski,- - -,33.3%,73.4%,51.5%,59.1%,83.8%,75.0%,45.2%,76.1%,12.9%,17.4%,30.3%,2022.0,2022-01-01
311,Alex Claudio,NYM,33.3%,76.5%,48.0%,54.5%,100.0%,79.2%,34.0%,38.5%,10.0%,8.0%,18.0%,2022.0,2022-01-01
312,Matt Reynolds,CIN,33.3%,88.9%,57.1%,100.0%,87.5%,91.7%,42.9%,88.9%,4.8%,9.5%,14.3%,2022.0,2022-01-01
313,Yonny Chirinos,TBR,33.3%,67.4%,49.0%,61.1%,93.5%,81.6%,46.0%,70.0%,9.0%,18.0%,27.0%,2022.0,2022-01-01
314,Yoan Lopez,NYM,33.3%,73.6%,48.2%,58.5%,88.7%,75.5%,36.9%,56.9%,11.8%,14.9%,26.7%,2022.0,2022-01-01
315,Jake Woodford,STL,33.3%,73.0%,49.8%,75.7%,88.6%,83.6%,41.5%,60.1%,8.2%,15.6%,23.8%,2022.0,2022-01-01
316,Shaun Anderson,TOR,33.3%,66.7%,47.6%,75.0%,100.0%,90.0%,42.9%,85.7%,4.8%,23.8%,28.6%,2022.0,2022-01-01
317,Kodi Whitley,STL,33.3%,69.1%,47.8%,66.7%,81.6%,75.4%,40.4%,61.0%,11.8%,15.4%,27.2%,2022.0,2022-01-01
318,Ernie Clement,CLE,33.3%,83.3%,47.6%,100.0%,90.0%,95.0%,28.6%,54.5%,2.4%,14.3%,16.7%,2022.0,2022-01-01
319,Kyle Nelson,ARI,33.3%,69.9%,48.1%,60.2%,88.0%,76.5%,40.3%,57.6%,11.3%,14.7%,26.0%,2022.0,2022-01-01
320,Luis Castillo,DET,33.3%,85.7%,51.7%,46.2%,100.0%,77.4%,35.0%,50.0%,11.7%,11.7%,23.3%,2022.0,2022-01-01
321,Jake Cousins,MIL,33.3%,63.5%,44.2%,43.9%,75.4%,60.2%,36.0%,57.6%,17.6%,16.1%,33.7%,2022.0,2022-01-01
322,Jose Butto,NYM,33.3%,76.6%,54.1%,64.7%,88.9%,81.1%,48.0%,65.2%,10.2%,14.3%,24.5%,2022.0,2022-01-01
323,Garrett Whitlock,BOS,33.3%,71.5%,51.1%,59.9%,80.2%,73.2%,46.7%,65.9%,13.7%,16.7%,30.4%,2022.0,2022-01-01
324,Ryan Tepera,LAA,33.3%,70.9%,46.8%,52.6%,88.5%,72.2%,35.9%,59.1%,13.0%,13.2%,26.2%,2022.0,2022-01-01
