#,Name,Team,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,CStr%,CSW%,MonthSeason,MonthYear
307,Dylan Coleman,KCR,31.1%,74.6%,47.4%,62.2%,83.0%,74.4%,37.4%,48.9%,12.1%,11.6%,23.7%,5.0,2022-07-01
308,John Brebbia,SFG,31.1%,67.7%,48.5%,62.5%,87.3%,78.9%,47.4%,72.7%,10.2%,17.3%,27.6%,5.0,2022-07-01
309,A.J. Minter,ATL,31.1%,70.3%,49.5%,75.0%,76.6%,76.0%,46.9%,64.4%,11.9%,16.5%,28.4%,5.0,2022-07-01
310,Andrew Chafin,DET,31.1%,67.2%,43.2%,56.1%,75.6%,66.3%,33.7%,63.0%,14.6%,17.6%,32.2%,5.0,2022-07-01
311,Chris Sale,BOS,31.0%,50.0%,39.2%,77.8%,95.5%,87.5%,43.1%,60.0%,4.9%,27.5%,32.4%,5.0,2022-07-01
312,Corbin Burnes,MIL,31.0%,70.4%,45.0%,50.5%,80.2%,66.9%,35.4%,54.5%,14.9%,16.0%,30.9%,5.0,2022-07-01
313,Chris Flexen,SEA,31.0%,79.0%,48.9%,65.5%,93.9%,82.6%,37.3%,56.4%,8.5%,12.7%,21.2%,5.0,2022-07-01
314,Martin Perez,TEX,31.0%,69.6%,43.5%,71.2%,89.3%,80.6%,32.4%,63.4%,8.5%,17.7%,26.2%,5.0,2022-07-01
315,Nick Neidert,MIA,31.0%,67.5%,48.8%,84.6%,85.2%,85.0%,48.8%,50.0%,7.3%,18.3%,25.6%,5.0,2022-07-01
316,Michael Rucker,CHC,31.0%,78.1%,51.4%,69.2%,88.0%,81.6%,43.2%,44.4%,9.5%,14.9%,24.3%,5.0,2022-07-01
317,Clarke Schmidt,NYY,30.9%,70.0%,45.4%,47.6%,85.7%,69.4%,37.0%,40.0%,13.9%,19.4%,33.3%,5.0,2022-07-01
318,Garrett Richards,TEX,30.9%,62.3%,44.4%,60.0%,76.3%,69.8%,43.0%,47.2%,13.4%,18.3%,31.7%,5.0,2022-07-01
319,Jameson Taillon,NYY,30.8%,77.1%,47.3%,61.2%,92.4%,79.3%,35.7%,59.2%,9.8%,14.9%,24.7%,5.0,2022-07-01
320,Erasmo Ramirez,WSN,30.8%,70.7%,49.6%,75.0%,87.8%,83.6%,47.2%,71.9%,8.1%,17.1%,25.2%,5.0,2022-07-01
321,J.B. Wendelken,ARI,30.8%,75.0%,47.6%,75.0%,100.0%,90.0%,38.1%,40.0%,4.8%,9.5%,14.3%,5.0,2022-07-01
322,Jandel Gustave,MIL,30.8%,65.3%,44.9%,87.5%,89.4%,88.6%,40.9%,63.0%,5.1%,18.8%,23.9%,5.0,2022-07-01
323,Phillips Valdez,BOS,30.8%,68.8%,51.7%,75.0%,81.8%,80.0%,55.2%,53.3%,10.3%,15.5%,25.9%,5.0,2022-07-01
324,Eric Stout,PIT,30.8%,50.0%,39.1%,50.0%,80.0%,66.7%,43.5%,50.0%,13.0%,21.7%,34.8%,5.0,2022-07-01
325,Ernie Clement,CLE,30.8%,83.3%,47.4%,100.0%,80.0%,88.9%,31.6%,60.0%,5.3%,15.8%,21.1%,5.0,2022-07-01
326,Devin Smeltzer,MIN,30.7%,69.9%,46.4%,81.4%,92.3%,88.0%,39.9%,56.7%,5.6%,15.0%,20.6%,5.0,2022-07-01
327,Tyler Duffey,MIN,30.7%,69.5%,45.0%,67.7%,92.7%,81.9%,36.9%,67.6%,8.1%,16.9%,25.0%,5.0,2022-07-01
328,Jalen Beeks,TBR,30.7%,71.0%,47.3%,55.6%,79.5%,70.4%,41.3%,52.8%,14.0%,13.3%,27.3%,5.0,2022-07-01
329,Josiah Gray,WSN,30.7%,68.3%,44.8%,46.7%,84.6%,68.4%,37.5%,57.5%,14.1%,15.8%,29.9%,5.0,2022-07-01
330,Jason Foley,DET,30.6%,70.7%,48.8%,67.6%,93.8%,84.8%,45.3%,59.3%,7.4%,16.7%,24.1%,5.0,2022-07-01
331,Steven Matz,STL,30.6%,65.9%,46.7%,46.7%,66.7%,59.5%,45.6%,54.5%,18.9%,20.0%,38.9%,5.0,2022-07-01
332,Ian Anderson,ATL,30.6%,71.3%,45.8%,64.0%,81.5%,74.2%,37.4%,52.3%,11.8%,13.5%,25.4%,5.0,2022-07-01
333,Andrew Wantz,LAA,30.6%,79.7%,49.2%,59.5%,86.4%,76.0%,37.9%,49.0%,11.8%,11.3%,23.1%,5.0,2022-07-01
334,Tyler Beede,PIT,30.6%,73.8%,46.2%,63.6%,88.9%,78.2%,36.1%,52.4%,10.1%,14.8%,24.9%,5.0,2022-07-01
335,Dinelson Lamet,SDP,30.6%,64.5%,46.3%,54.5%,70.0%,64.5%,46.3%,80.0%,16.4%,20.9%,37.3%,5.0,2022-07-01
336,Anthony Castro,CLE,30.6%,69.7%,49.3%,72.7%,87.0%,82.4%,47.8%,52.6%,8.7%,15.9%,24.6%,5.0,2022-07-01
337,Alex Cobb,SFG,30.5%,61.0%,42.7%,66.7%,91.2%,80.7%,40.0%,63.5%,8.3%,20.3%,28.5%,5.0,2022-07-01
338,Brad Keller,KCR,30.5%,70.2%,47.6%,63.8%,91.4%,81.3%,43.0%,56.6%,8.9%,13.0%,22.0%,5.0,2022-07-01
339,Nick Pivetta,BOS,30.5%,64.3%,45.2%,70.9%,84.4%,79.2%,43.4%,65.5%,9.4%,19.9%,29.3%,5.0,2022-07-01
340,Logan Webb,SFG,30.4%,69.4%,47.8%,63.3%,88.3%,79.4%,44.5%,58.1%,9.8%,16.2%,26.0%,5.0,2022-07-01
341,Alexis Diaz,CIN,30.4%,77.2%,48.3%,50.0%,75.0%,65.3%,38.3%,55.6%,16.8%,11.4%,28.2%,5.0,2022-07-01
342,Dauri Moreta,CIN,30.4%,74.6%,49.3%,66.7%,84.1%,77.9%,42.8%,59.5%,10.9%,17.4%,28.3%,5.0,2022-07-01
343,Dallas Keuchel,ARI,30.4%,64.8%,42.2%,76.5%,91.2%,84.3%,34.4%,61.2%,6.6%,19.5%,26.2%,5.0,2022-07-01
344,Zach Thompson,PIT,30.3%,73.9%,47.6%,70.4%,93.1%,84.4%,39.7%,55.4%,7.4%,14.7%,22.1%,5.0,2022-07-01
345,Alex Wood,SFG,30.3%,63.3%,45.4%,61.4%,86.3%,77.3%,45.9%,62.5%,10.3%,19.0%,29.3%,5.0,2022-07-01
346,Anthony Banda,TOR,30.3%,70.2%,48.8%,80.0%,85.0%,83.3%,46.3%,70.4%,8.1%,14.6%,22.8%,5.0,2022-07-01
347,Keegan Akin,BAL,30.3%,70.8%,54.3%,75.0%,86.8%,84.1%,59.3%,69.6%,8.6%,19.1%,27.8%,5.0,2022-07-01
348,Garrett Whitlock,BOS,30.3%,70.7%,47.8%,60.9%,70.7%,67.2%,43.3%,68.6%,15.7%,20.9%,36.6%,5.0,2022-07-01
349,Mike Minor,CIN,30.2%,63.1%,42.9%,74.1%,86.5%,81.1%,38.5%,62.2%,8.1%,19.0%,27.1%,5.0,2022-07-01
350,Touki Toussaint,LAA,30.2%,85.7%,43.9%,38.5%,100.0%,68.0%,24.6%,42.9%,14.0%,14.0%,28.1%,5.0,2022-07-01
351,Eric Lauer,MIL,30.2%,62.2%,42.9%,71.4%,84.4%,78.9%,39.4%,59.5%,9.1%,18.9%,28.0%,5.0,2022-07-01
352,Jorge Lopez,BAL,30.2%,58.8%,44.2%,56.3%,86.7%,76.1%,49.0%,63.5%,10.6%,21.6%,32.2%,5.0,2022-07-01
353,Merrill Kelly,ARI,30.2%,70.8%,48.0%,62.6%,85.7%,77.6%,43.9%,66.2%,10.8%,17.1%,27.8%,5.0,2022-07-01
354,Graham Ashcraft,CIN,30.1%,70.1%,47.5%,72.2%,92.2%,85.1%,43.5%,47.6%,7.1%,15.1%,22.2%,5.0,2022-07-01
355,Kyle Freeland,COL,30.1%,69.2%,45.0%,65.6%,85.2%,77.1%,38.2%,53.3%,10.3%,14.9%,25.2%,5.0,2022-07-01
356,Reid Detmers,LAA,30.1%,70.3%,47.5%,53.8%,82.8%,72.4%,43.3%,55.6%,13.1%,15.5%,28.6%,5.0,2022-07-01
357,Tyler Gilbert,ARI,30.1%,67.6%,47.8%,78.3%,90.2%,86.2%,47.1%,60.3%,6.6%,17.3%,23.9%,5.0,2022-07-01
358,Luis Torrens,SEA,30.0%,75.0%,50.0%,33.3%,100.0%,77.8%,44.4%,60.0%,11.1%,11.1%,22.2%,5.0,2022-07-01
359,Drew Carlton,DET,30.0%,72.7%,52.4%,33.3%,100.0%,81.8%,52.4%,50.0%,9.5%,19.0%,28.6%,5.0,2022-07-01
360,Steven Wilson,SDP,30.0%,76.5%,51.4%,58.3%,88.5%,78.9%,45.9%,52.6%,10.8%,14.9%,25.7%,5.0,2022-07-01
361,Lucas Giolito,CHW,29.9%,65.4%,46.4%,60.3%,90.6%,80.1%,46.4%,59.1%,9.2%,19.8%,29.0%,5.0,2022-07-01
362,Andre Pallante,STL,29.9%,70.0%,48.2%,68.0%,89.1%,82.0%,45.6%,66.1%,8.7%,16.5%,25.2%,5.0,2022-07-01
363,Jeff Brigham,MIA,29.8%,60.9%,43.7%,70.6%,92.9%,84.4%,44.7%,65.4%,6.8%,21.4%,28.2%,5.0,2022-07-01
364,Miles Mikolas,STL,29.8%,73.6%,49.0%,76.0%,88.6%,84.3%,43.7%,53.4%,7.7%,15.6%,23.3%,5.0,2022-07-01
365,Andrew Heaney,LAD,29.8%,66.7%,42.3%,64.3%,81.3%,73.3%,33.8%,60.0%,11.3%,12.7%,23.9%,5.0,2022-07-01
366,Ryan Pepiot,LAD,29.8%,68.4%,47.1%,57.1%,88.5%,77.5%,44.7%,78.9%,10.6%,18.8%,29.4%,5.0,2022-07-01
367,Tanner Banks,CHW,29.8%,65.3%,46.2%,84.0%,91.5%,88.9%,46.2%,59.5%,5.1%,19.2%,24.4%,5.0,2022-07-01
368,Antonio Senzatela,COL,29.8%,70.6%,48.4%,69.4%,88.9%,82.4%,45.7%,61.7%,8.5%,16.1%,24.7%,5.0,2022-07-01
369,Ryne Stanek,HOU,29.7%,80.0%,47.4%,66.7%,75.0%,71.6%,35.1%,52.4%,13.5%,9.9%,23.4%,5.0,2022-07-01
370,Camilo Doval,SFG,29.7%,68.2%,46.4%,54.5%,75.9%,68.1%,43.4%,60.9%,14.8%,18.4%,33.2%,5.0,2022-07-01
371,Joey Krehbiel,BAL,29.7%,70.1%,46.0%,81.6%,77.0%,78.8%,40.5%,54.2%,9.8%,16.3%,26.0%,5.0,2022-07-01
372,Cristopher Sanchez,PHI,29.7%,64.3%,43.4%,73.7%,96.3%,87.0%,39.6%,53.3%,5.7%,18.9%,24.5%,5.0,2022-07-01
373,Reiver Sanmartin,CIN,29.6%,62.5%,42.2%,61.8%,91.1%,78.5%,38.5%,55.8%,9.1%,19.3%,28.3%,5.0,2022-07-01
374,JT Brubaker,PIT,29.6%,71.9%,48.2%,55.0%,83.5%,73.7%,44.1%,66.3%,12.7%,17.9%,30.6%,5.0,2022-07-01
375,Joe Ryan,MIN,29.5%,75.6%,50.7%,59.7%,88.4%,79.3%,46.0%,67.0%,10.5%,16.7%,27.1%,5.0,2022-07-01
376,Carl Edwards Jr.,WSN,29.5%,70.7%,46.0%,63.6%,83.0%,75.6%,40.1%,68.2%,11.2%,16.0%,27.3%,5.0,2022-07-01
377,Cionel Perez,BAL,29.5%,65.8%,44.1%,60.6%,92.0%,79.5%,40.4%,52.2%,9.0%,16.0%,25.0%,5.0,2022-07-01
378,Brady Singer,KCR,29.4%,56.1%,40.0%,56.8%,83.6%,71.7%,39.6%,50.8%,11.3%,21.6%,32.9%,5.0,2022-07-01
379,Tanner Scott,MIA,29.4%,70.3%,43.3%,55.8%,81.3%,69.8%,34.0%,52.3%,13.1%,15.3%,28.4%,5.0,2022-07-01
380,Chase Silseth,LAA,29.3%,65.6%,43.8%,51.9%,90.0%,74.6%,39.9%,65.0%,11.1%,15.0%,26.1%,5.0,2022-07-01
381,Adam Ottavino,NYM,29.3%,53.9%,41.1%,50.0%,85.4%,72.3%,48.1%,56.4%,11.4%,25.3%,36.7%,5.0,2022-07-01
382,Michael Feliz,BOS,29.3%,60.0%,39.3%,41.7%,100.0%,70.8%,32.8%,46.2%,11.5%,19.7%,31.1%,5.0,2022-07-01
383,Daniel Norris,CHC,29.3%,68.4%,41.7%,58.3%,84.6%,72.0%,31.7%,35.7%,11.7%,15.0%,26.7%,5.0,2022-07-01
384,Amir Garrett,KCR,29.3%,61.5%,39.7%,62.5%,87.5%,75.0%,32.2%,50.0%,9.9%,14.9%,24.8%,5.0,2022-07-01
385,Joe Kelly,CHW,29.3%,60.7%,41.1%,53.5%,88.9%,73.2%,37.7%,50.9%,11.0%,18.2%,29.2%,5.0,2022-07-01
386,Bryan Abreu,HOU,29.2%,69.0%,45.2%,41.9%,77.6%,63.8%,40.1%,48.8%,16.4%,13.0%,29.4%,5.0,2022-07-01
387,Huascar Brazoban,MIA,29.2%,62.5%,42.5%,35.7%,65.0%,52.9%,40.0%,72.7%,20.0%,18.8%,38.8%,5.0,2022-07-01
388,Chase De Jong,PIT,29.2%,71.8%,44.1%,57.1%,85.7%,73.5%,35.1%,62.5%,11.7%,10.8%,22.5%,5.0,2022-07-01
389,Miguel Castro,NYY,29.2%,58.8%,41.5%,71.4%,90.0%,82.4%,41.5%,70.0%,7.3%,17.1%,24.4%,5.0,2022-07-01
390,Elieser Hernandez,MIA,29.2%,65.8%,45.3%,57.1%,92.0%,79.5%,44.2%,68.4%,9.3%,17.4%,26.7%,5.0,2022-07-01
391,Cristian Javier,HOU,29.2%,68.4%,46.1%,49.4%,75.9%,66.4%,43.2%,50.5%,15.5%,16.1%,31.7%,5.0,2022-07-01
392,Dennis Santana,TEX,29.1%,58.5%,40.7%,56.8%,91.7%,76.5%,39.2%,64.8%,9.6%,19.6%,29.2%,5.0,2022-07-01
393,Manny Banuelos,PIT,29.1%,61.1%,42.1%,52.2%,90.9%,75.0%,40.6%,69.0%,10.5%,16.5%,27.1%,5.0,2022-07-01
394,Andres Machado,WSN,29.1%,66.7%,44.1%,70.6%,88.5%,81.4%,40.0%,56.6%,8.2%,15.9%,24.1%,5.0,2022-07-01
395,Robert Stephenson,COL,29.0%,80.7%,51.6%,67.7%,82.1%,77.6%,43.7%,64.9%,11.6%,14.2%,25.8%,5.0,2022-07-01
396,Joe Smith,MIN,28.9%,75.0%,51.4%,81.8%,92.6%,89.5%,48.6%,70.0%,5.4%,17.6%,23.0%,5.0,2022-07-01
397,Kris Bubic,KCR,28.9%,69.3%,45.8%,64.1%,84.2%,76.8%,41.8%,60.3%,10.6%,16.8%,27.5%,5.0,2022-07-01
398,Brayan Bello,BOS,28.9%,70.0%,44.5%,76.9%,83.1%,80.6%,37.9%,59.0%,8.6%,14.5%,23.1%,5.0,2022-07-01
399,Framber Valdez,HOU,28.9%,64.4%,44.5%,47.6%,82.5%,69.8%,43.9%,56.4%,13.4%,16.6%,30.0%,5.0,2022-07-01
400,Brad Boxberger,MIL,28.8%,61.7%,41.3%,73.7%,84.0%,79.5%,38.0%,55.1%,8.5%,19.2%,27.7%,5.0,2022-07-01
401,Tyler Alexander,DET,28.8%,72.2%,49.0%,71.1%,91.6%,85.1%,46.6%,71.6%,7.3%,18.2%,25.5%,5.0,2022-07-01
402,Sonny Gray,MIN,28.7%,63.7%,42.1%,69.9%,87.0%,79.8%,38.2%,56.0%,8.5%,20.0%,28.5%,5.0,2022-07-01
403,Ian Gibaut,CIN,28.7%,72.0%,48.1%,65.5%,88.1%,80.7%,44.8%,62.8%,9.3%,18.6%,27.9%,5.0,2022-07-01
404,Drew Hutchison,DET,28.7%,67.9%,44.3%,74.3%,84.5%,80.6%,39.9%,55.9%,8.6%,16.7%,25.4%,5.0,2022-07-01
405,Anthony Bass,MIA,28.6%,64.7%,44.2%,37.5%,92.7%,72.4%,43.1%,72.5%,12.2%,20.8%,33.0%,5.0,2022-07-01
406,Chris Devenski,ARI,28.6%,71.4%,50.0%,0.0%,100.0%,71.4%,50.0%,75.0%,14.3%,14.3%,28.6%,5.0,2022-07-01
407,Willians Astudillo,MIA,28.6%,0.0%,25.0%,100.0%, ,100.0%,12.5%,66.7%,0.0%,12.5%,12.5%,5.0,2022-07-01
408,Mike Brosseau,MIL,28.6%,62.5%,37.9%,83.3%,100.0%,90.9%,27.6%,50.0%,3.4%,20.7%,24.1%,5.0,2022-07-01
409,Yerry De Los Santos,PIT,28.6%,69.8%,42.4%,66.7%,91.9%,80.6%,33.5%,61.5%,8.2%,19.0%,27.2%,5.0,2022-07-01
410,Dillon Peters,PIT,28.4%,71.1%,50.8%,72.0%,89.9%,85.1%,52.4%,65.3%,7.6%,17.8%,25.4%,5.0,2022-07-01
411,Ryan Tepera,LAA,28.3%,70.3%,44.3%,47.1%,88.5%,72.1%,38.1%,58.6%,12.4%,16.5%,28.9%,5.0,2022-07-01
412,Jeff Hoffman,CIN,28.3%,71.6%,43.9%,67.6%,83.3%,76.8%,35.8%,50.0%,10.2%,15.5%,25.7%,5.0,2022-07-01
413,Caleb Ferguson,LAD,28.3%,79.2%,52.2%,70.6%,78.6%,76.3%,46.9%,58.6%,12.4%,14.2%,26.5%,5.0,2022-07-01
414,Tommy Nance,MIA,28.3%,57.4%,43.0%,53.3%,90.3%,78.3%,50.5%,71.4%,9.3%,23.4%,32.7%,5.0,2022-07-01
415,Jason Alexander,MIL,28.3%,59.1%,41.2%,74.4%,98.5%,88.9%,42.0%,66.7%,4.6%,21.4%,26.0%,5.0,2022-07-01
416,Mychal Givens,CHC,28.3%,68.9%,46.4%,53.8%,88.2%,76.6%,44.6%,64.3%,10.8%,17.5%,28.3%,5.0,2022-07-01
417,Max Meyer,MIA,28.3%,72.1%,49.4%,46.2%,87.1%,75.0%,48.3%,73.1%,12.4%,15.7%,28.1%,5.0,2022-07-01
418,Dakota Hudson,STL,28.2%,71.4%,45.4%,75.4%,92.6%,86.2%,39.7%,60.0%,6.3%,15.8%,22.1%,5.0,2022-07-01
419,Paul Sewald,SEA,28.2%,65.4%,43.1%,66.7%,74.5%,71.4%,40.0%,56.8%,12.3%,17.9%,30.3%,5.0,2022-07-01
420,Chad Kuhl,COL,28.1%,69.5%,43.9%,72.4%,90.5%,83.3%,38.2%,54.6%,7.3%,15.3%,22.6%,5.0,2022-07-01
421,Adonis Medina,NYM,28.1%,60.0%,43.5%,66.7%,88.9%,81.5%,48.4%,43.8%,8.1%,17.7%,25.8%,5.0,2022-07-01
422,Justin Steele,CHC,28.0%,70.9%,46.6%,65.5%,92.0%,82.9%,43.3%,66.0%,7.9%,15.3%,23.2%,5.0,2022-07-01
423,Michael Kopech,CHW,28.0%,65.3%,44.0%,66.1%,91.8%,82.5%,42.9%,54.8%,7.7%,19.1%,26.9%,5.0,2022-07-01
424,Aaron Fletcher,PIT,28.0%,73.3%,45.0%,85.7%,90.9%,88.9%,37.5%,60.0%,5.0%,15.0%,20.0%,5.0,2022-07-01
425,Kaleb Ort,BOS,27.9%,67.8%,45.5%,64.5%,88.1%,80.0%,43.9%,61.2%,9.1%,17.7%,26.8%,5.0,2022-07-01
426,Will Vest,DET,27.9%,61.0%,40.8%,63.9%,96.0%,82.6%,38.9%,62.5%,7.1%,19.9%,27.0%,5.0,2022-07-01
427,Bryan Shaw,CLE,27.9%,66.3%,43.0%,68.3%,85.7%,78.8%,39.3%,50.8%,9.1%,16.5%,25.6%,5.0,2022-07-01
428,Tayler Scott,SDP,27.8%,57.6%,39.1%,51.9%,79.4%,67.2%,37.8%,48.6%,12.8%,19.2%,32.1%,5.0,2022-07-01
429,Tyler Matzek,ATL,27.8%,80.0%,51.5%,70.0%,83.3%,79.4%,45.5%,58.5%,10.6%,12.1%,22.7%,5.0,2022-07-01
430,Chris Archer,MIN,27.7%,63.5%,40.4%,53.8%,84.8%,71.2%,35.6%,48.6%,11.6%,13.0%,24.7%,5.0,2022-07-01
431,Kendall Graveman,CHW,27.6%,59.8%,40.5%,55.9%,81.6%,71.1%,40.0%,53.6%,11.7%,18.5%,30.2%,5.0,2022-07-01
432,Kirk McCarty,CLE,27.6%,65.6%,44.5%,81.3%,75.4%,77.4%,44.5%,62.7%,10.0%,17.7%,27.8%,5.0,2022-07-01
433,Joel Payamps,KCR,27.6%,76.7%,45.5%,54.3%,80.4%,70.3%,36.5%,56.9%,13.5%,14.0%,27.5%,5.0,2022-07-01
434,Jake McGee,- - -,27.5%,89.5%,57.7%,90.9%,76.5%,80.0%,48.7%,54.5%,11.5%,5.1%,16.7%,5.0,2022-07-01
435,Adam Cimber,TOR,27.5%,70.9%,49.1%,54.5%,80.4%,73.1%,49.7%,75.5%,13.2%,17.0%,30.2%,5.0,2022-07-01
436,Nick Lodolo,CIN,27.4%,63.9%,43.0%,47.9%,80.6%,68.7%,42.8%,59.6%,13.5%,17.2%,30.7%,5.0,2022-07-01
437,Sandy Leon,CLE,27.3%,66.7%,41.2%,100.0%,75.0%,85.7%,35.3%,66.7%,5.9%,23.5%,29.4%,5.0,2022-07-01
438,Hunter Strickland,CIN,27.3%,72.6%,46.5%,77.8%,83.0%,81.3%,42.4%,64.6%,8.7%,15.7%,24.4%,5.0,2022-07-01
439,Bubby Rossman,PHI,27.3%,71.4%,44.4%,33.3%,60.0%,50.0%,38.9%,40.0%,22.2%,11.1%,33.3%,5.0,2022-07-01
440,Jarlin Garcia,SFG,27.3%,74.0%,49.1%,75.0%,84.2%,81.5%,46.7%,65.1%,9.1%,15.8%,24.8%,5.0,2022-07-01
441,Glenn Otto,TEX,27.3%,65.2%,43.5%,68.1%,90.7%,82.6%,42.9%,57.7%,7.6%,18.0%,25.5%,5.0,2022-07-01
442,Jared Koenig,OAK,27.3%,76.2%,51.2%,75.0%,93.8%,88.6%,48.8%,69.0%,5.8%,17.4%,23.3%,5.0,2022-07-01
443,Wyatt Mills,KCR,27.1%,66.3%,44.0%,62.5%,76.3%,71.4%,43.0%,47.1%,12.6%,19.3%,31.9%,5.0,2022-07-01
444,Adam Wainwright,STL,27.0%,59.1%,40.6%,71.6%,87.7%,81.5%,42.3%,59.2%,7.5%,22.7%,30.2%,5.0,2022-07-01
445,Jose Leclerc,TEX,27.0%,69.8%,41.8%,47.7%,83.3%,68.3%,34.5%,60.3%,13.3%,14.9%,28.1%,5.0,2022-07-01
446,Diego Castillo,SEA,26.9%,72.1%,46.8%,71.4%,93.2%,86.2%,43.9%,45.9%,6.5%,15.1%,21.6%,5.0,2022-07-01
447,Sean Manaea,SDP,26.9%,72.1%,47.7%,65.0%,89.8%,82.2%,46.0%,57.6%,8.5%,16.0%,24.5%,5.0,2022-07-01
448,Luis Severino,NYY,26.9%,71.9%,48.9%,77.8%,89.1%,85.9%,48.9%,64.7%,6.9%,16.0%,22.9%,5.0,2022-07-01
449,Hoby Milner,MIL,26.8%,56.1%,37.7%,80.8%,87.5%,84.5%,37.0%,68.4%,5.8%,24.7%,30.5%,5.0,2022-07-01
450,Luis Patino,TBR,26.8%,66.7%,44.5%,78.9%,97.4%,91.2%,44.5%,63.9%,3.9%,17.2%,21.1%,5.0,2022-07-01
451,Rich Hill,BOS,26.7%,63.3%,41.3%,58.3%,73.7%,67.7%,40.0%,63.6%,13.3%,16.0%,29.3%,5.0,2022-07-01
452,Garrett Stubbs,PHI,26.7%,50.0%,36.0%,75.0%,100.0%,88.9%,40.0%,37.5%,4.0%,24.0%,28.0%,5.0,2022-07-01
453,Lucas Gilbreath,COL,26.6%,66.7%,43.6%,59.5%,77.9%,71.4%,42.3%,65.5%,12.4%,16.6%,29.0%,5.0,2022-07-01
454,Yency Almonte,LAD,26.6%,56.6%,38.6%,42.9%,76.7%,62.7%,40.2%,62.2%,14.4%,21.2%,35.6%,5.0,2022-07-01
455,Michael King,NYY,26.6%,69.9%,47.4%,61.9%,78.4%,73.6%,48.0%,63.2%,12.5%,17.8%,30.3%,5.0,2022-07-01
456,Nick Martinez,SDP,26.4%,75.0%,47.7%,47.8%,80.4%,70.3%,43.9%,55.8%,14.2%,14.2%,28.4%,5.0,2022-07-01
457,Jose Ruiz,CHW,26.4%,57.9%,41.1%,52.2%,86.4%,74.6%,46.6%,57.1%,10.4%,24.5%,35.0%,5.0,2022-07-01
458,Jordan Lyles,BAL,26.1%,65.1%,41.9%,64.4%,91.5%,81.5%,40.5%,53.9%,7.8%,17.9%,25.7%,5.0,2022-07-01
459,Ty Blach,COL,26.1%,62.1%,46.2%,100.0%,94.4%,95.8%,55.8%,70.6%,1.9%,26.9%,28.8%,5.0,2022-07-01
460,John Schreiber,BOS,26.1%,60.9%,41.5%,56.7%,78.6%,70.9%,44.4%,56.6%,12.1%,21.3%,33.3%,5.0,2022-07-01
461,Jon Heasley,KCR,26.1%,76.3%,49.1%,76.7%,90.5%,86.5%,45.8%,63.0%,6.6%,12.3%,18.9%,5.0,2022-07-01
462,Bryan Baker,BAL,26.0%,68.8%,42.2%,76.5%,78.2%,77.5%,37.9%,60.0%,9.5%,17.5%,27.0%,5.0,2022-07-01
463,Seth Martinez,HOU,25.9%,69.3%,46.8%,71.4%,80.8%,78.1%,48.1%,68.9%,10.3%,19.9%,30.1%,5.0,2022-07-01
464,Chi Chi Gonzalez,MIL,25.8%,63.0%,43.1%,75.0%,82.4%,80.0%,46.6%,53.3%,8.6%,20.7%,29.3%,5.0,2022-07-01
465,Matt Bush,TEX,25.8%,63.3%,43.7%,58.8%,89.5%,80.0%,47.6%,58.3%,8.7%,21.4%,30.2%,5.0,2022-07-01
466,David Phelps,TOR,25.7%,53.6%,37.1%,73.1%,89.2%,82.5%,40.6%,63.2%,6.5%,24.1%,30.6%,5.0,2022-07-01
467,Josh Winckowski,BOS,25.6%,67.4%,43.8%,77.0%,96.0%,89.7%,43.6%,58.0%,4.5%,19.2%,23.7%,5.0,2022-07-01
468,Craig Stammen,SDP,25.6%,71.4%,43.7%,81.8%,75.0%,77.4%,39.4%,37.5%,9.9%,15.5%,25.4%,5.0,2022-07-01
469,Oliver Ortega,LAA,25.6%,83.3%,42.6%,45.5%,93.3%,73.1%,29.5%,60.0%,11.5%,11.5%,23.0%,5.0,2022-07-01
470,Domingo Tapia,OAK,25.5%,77.5%,47.4%,78.6%,77.4%,77.8%,42.1%,56.5%,10.5%,12.6%,23.2%,5.0,2022-07-01
471,Jose Marte,LAA,25.4%,55.0%,36.4%,58.8%,81.8%,71.8%,37.4%,70.8%,10.3%,18.7%,29.0%,5.0,2022-07-01
472,Alex Vesia,LAD,25.3%,76.4%,46.9%,52.6%,66.7%,62.3%,42.3%,68.8%,17.7%,16.2%,33.8%,5.0,2022-07-01
473,Jeurys Familia,PHI,25.3%,63.1%,42.4%,55.0%,85.4%,75.4%,45.1%,50.0%,10.4%,18.8%,29.2%,5.0,2022-07-01
474,Angel Zerpa,KCR,25.3%,63.9%,42.8%,77.3%,95.7%,89.7%,45.3%,59.1%,4.4%,19.5%,23.9%,5.0,2022-07-01
475,Seth Lugo,NYM,25.2%,64.9%,41.4%,66.7%,89.6%,81.3%,40.9%,59.1%,7.7%,19.9%,27.6%,5.0,2022-07-01
476,MacKenzie Gore,SDP,25.2%,68.2%,40.7%,63.2%,84.5%,76.0%,36.0%,56.1%,9.7%,14.8%,24.6%,5.0,2022-07-01
477,David Price,LAD,25.0%,67.8%,48.6%,83.3%,85.0%,84.6%,55.1%,87.5%,7.5%,20.6%,28.0%,5.0,2022-07-01
478,Josh Harrison,CHW,25.0%,100.0%,66.7%,100.0%,100.0%,100.0%,55.6%,75.0%,0.0%,11.1%,11.1%,5.0,2022-07-01
479,Michael A. Taylor,KCR,25.0%,69.2%,40.5%,83.3%,88.9%,86.7%,35.1%,61.5%,5.4%,24.3%,29.7%,5.0,2022-07-01
